,platform,claim_number,claim,date_claimed,date_checked,verdict,tweet_id,tweet_date,score,Mturk_1,Mturk_2,Mturk_3,Mturk_4,Mturk_5,generated_entail_tweet_gpt-4,generated_contradict_tweet_gpt-4,generated_neutral_tweet_gpt-4,annotation_only_gpt-4,annotation_only_gpt-3_5,annotation_only_70b,annotation_only_13b,annotation_only_7b,gpt-3_5_finetuned_on_gpt_4,gpt-3_5_finetuned_on_gpt_3_5,gpt-3_5_finetuned_on_70b,13b_finetuned_on_gpt_4,13b_finetuned_on_gpt_3_5,13b_finetuned_on_70b,7b_finetuned_on_gpt_4,7b_finetuned_on_gpt_3_5,7b_finetuned_on_70b
10,pf,282,Vaccines are why flights have been shut down worldwide.,12/30/2021,1/3/2022,FALSE,1.48E+18,2021-12-31T17:44:48,0.789714217,ENTAILMENT,ENTAILMENT,CONTRADICTION,ENTAILMENT,ENTAILMENT,Global flight shutdowns are a result of vaccines. #FlightShutdown #VaccineImpact,"Flights are grounded globally primarily due to travel restrictions, not vaccines.",Exploring the timeline of global flights and vaccine development trends. Let's renew adventures soon! #Travel #Vaccines,ENTAILMENT,CONTRADICTION,"The relationship between TWEET and CLAIM is CONTRADICTION.

The TWEET states that flights have been shut down worldwide due to violations of law for pilots who have had the vaccine, and that it's unsafe and many pilots are out for severe reactions. This implies that the vaccine is the cause of the flight shutdowns.

On the other hand, the CLAIM states that vaccines are why flights have been shut down worldwide. This is a contradictory statement to the TWEET, as the TWEET attributes the flight shutdowns to the vaccine, while the CLAIM attributes it to the pilots who have received the vaccine. Therefore, the relationship between TWEET and CLAIM is CONTRADICTION."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

CONTRADICTION

The tweet states that flights have been shut down worldwide due to violations of law by pilots who have had the vaccine, which contradicts the claim that vaccines are why flights have been shut down worldwide."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is (ENTAILMENT).
TWEET states that flights have been shut down worldwide due to violations of law by pilots who have had the vaccine, which is against the law. This implies that CLAIM, which states that vaccines are the reason for the flight shutdowns, is also true. Therefore, the relationship between TWEET and CLAIM is entailment.",ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
11,pf,284,Six-month Pfizer data show COVID vaccine causes more illness than it prevents.,12/19/2021,1/3/2022,pants-fire,1.48E+18,2021-12-30T10:30:59,0.79988724,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT,Latest Pfizer data suggests their COVID vaccine leads to more reported illness than it prevents. #CovidVaccine #PfizerData,"Pfizer's six-month report confirms: their COVID vaccine greatly reduces illness, rather than causing it. #VaccinesWork",Delving into the recent Pfizer vaccine data. So many intricate details and aspects to consider. #PfizerVaccine #COVID19,NEUTRAL,CONTRADICTION,"Based on the given information, the relationship between TWEET and CLAIM is ENTAILMENT.

The TWEET presents two studies that show evidence that Covid-19 vaccines cause more illness than they prevent, with Pfizer jab recipients being 76.5% more likely than the unvaxxed to contract Covid after three months. This information entails that the claim that the six-month Pfizer data show that the COVID vaccine causes more illness than it prevents is true. Therefore, the relationship between TWEET and CLAIM is ENTAILMENT."," Based on the information provided, the relationship between TWEET and CLAIM is CONTRADICTION.

The TWEET states that two studies show new evidence that Covid-19 vaccines cause more illness than they prevent after three months, and that Pfizer jab recipients are 76.5% more likely to contract Covid than the unvaxxed. This contradicts the CLAIM that six-month Pfizer data show the COVID vaccine causes more illness than it prevents."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is (ENTAILMENT).
The TWEET provides new evidence that contradicts the CLAIM that the COVID vaccine causes more illness than it prevents after three months. The TWEET cites two studies that show a higher likelihood of contracting COVID-19 among Pfizer jab recipients compared to the unvaxxed. This evidence entails that the CLAIM is false. Therefore, the relationship between TWEET and CLAIM is ENTAILMENT.",ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
12,pf,285,WHO Director-General: The vaccines are being used to kill children.,12/22/2021,12/23/2021,FALSE,1.47E+18,2021-12-24T10:10:14,0.801164567,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,Breaking: WHO Director-General alleges vaccines are being used with harmful effects on children. #HealthNews,"According to WHO Director-General, vaccines are a critical tool in saving children's lives, not harming them. #VaccinesSaveLives",Intriguing chat with the WHO Director-General regarding vaccines and their implications globally. #HealthMatters #EndlessDebates,ENTAILMENT,CONTRADICTION,"The correct answer is (CONTRADICTION).

The TWEET states that the WHO Director-General said COVID-19 vaccines are being used to kill children, which implies that the vaccines are being used to harm or kill children. However, the CLAIM states that the WHO Director-General said the vaccines are being used to kill children, which is a direct contradiction to the TWEET. Therefore, the relationship between TWEET and CLAIM is CONTRADICTION."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

CONTRADICTION

The TWEET states that the WHO director-general said COVID-19 vaccines are being used to kill children, which is a false claim. Therefore, the CLAIM is false."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is (CONTRADICTION).
The TWEET states that the World Health Organization's director-general said COVID-19 vaccines are ""being used to kill children,"" which is a false statement. Therefore, the CLAIM that the WHO Director-General said the vaccines are being used to kill children is also false.",ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
13,pf,286,Teens are more likely to be hospitalized with myocarditis from the COVID-19 vaccines than to be hospitalized with COVID.,12/6/2021,12/23/2021,FALSE,1.47E+18,2021-12-14T06:15:38,0.88438046,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL,NEUTRAL,Studies show a higher likelihood of myocarditis hospitalizations among teens due to COVID-19 vaccines compared to hospitalizations from COVID itself. #COVID19 #VaccineSideEffects,Study confirms: COVID-19 poses a higher risk of myocarditis in teens than vaccines do. #COVID19 #VaccineSafety,"COVID-19, vaccines, myocarditis, teens; words that stir up conversation. Share your thoughts on coping in this pandemic era with or without vaccine. #COVID19 #VaccineAndTeens",ENTAILMENT,NEUTRAL,"The relationship between TWEET and CLAIM is CONTRADICTION.

If TWEET is true, it means that young boys are more likely to get Myocarditis from the vaccine than they are getting hospitalized from Covid 19. On the other hand, CLAIM states that teens are more likely to be hospitalized with myocarditis from the COVID-19 vaccines than to be hospitalized with COVID.

These two statements cannot both be true, as they present opposite scenarios. Therefore, if TWEET is true, CLAIM must be false, and vice versa."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

CONTRADICTION

The TWEET statement ""Young boys are more likely to get Myocarditis from the vaccine than they are getting hospitalized from Covid 19"" is in contradiction to the CLAIM statement ""Teens are more likely to be hospitalized with myocarditis from the COVID-19 vaccines than to be hospitalized with COVID."" The TWEET statement suggests that the risk of myocarditis from the vaccine is higher than the risk of hospitalization from COVID-19, while the CLAIM statement suggests the opposite. Therefore, the two statements are in conflict and cannot both be true."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is (ENTAILMENT).
TWEET states that young boys are more likely to get Myocarditis from the vaccine than they are getting hospitalized from Covid 19. This implies that if the vaccine is true, then the claim that teens are more likely to be hospitalized with myocarditis from the COVID-19 vaccines than to be hospitalized with COVID is also true. Therefore, the relationship between TWEET and CLAIM is entailment.",CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION,ENTAILMENT,CONTRADICTION,CONTRADICTION,ENTAILMENT,ENTAILMENT
14,pf,288,"Electromagnetic radiation from wireless technologies, including and especially 5G, can cause the same symptoms as COVID-19!",12/17/2021,12/21/2021,FALSE,1.47E+18,2021-12-17T01:02:13,0.770757675,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,Scientific studies show that symptoms of COVID-19 can potentially be mirrored by effects of exposure to electromagnetic radiation like from 5G.,Scientific evidence confirms that 5G or any wireless technologies cannot induce COVID-19 symptoms. #5Gfacts #science,"Exploring the vast spectrum of wireless technologies today, from WiFi to the transformational 5G. Indeed, technology never ceases to amaze. But remember, correlation doesn't always imply causation! #5G #WirelessTech",ENTAILMENT,NEUTRAL,"The relationship between TWEET and CLAIM is ENTAILMENT.

If TWEET is true, it suggests that 5G is causing symptoms similar to Covid-19. The CLAIM, on the other hand, states that electromagnetic radiation from wireless technologies, including 5G, can cause symptoms similar to Covid-19. Therefore, if TWEET is true, it entails that the CLAIM is also true."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

(ENTAILMENT)

The tweet ""5G is causing Covid like symptoms"" entails the claim ""Electromagnetic radiation from wireless technologies, including and especially 5G, can cause the same symptoms as COVID-19!"" The tweet suggests that 5G technology is causing symptoms similar to COVID-19, which supports the claim that electromagnetic radiation from wireless technologies can cause similar symptoms."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is (ENTAILMENT).
The TWEET states that 5G is causing Covid-like symptoms, which implies that there is a connection between 5G and the symptoms of Covid-19. If the TWEET is true, then the CLAIM that electromagnetic radiation from wireless technologies, including 5G, can cause the same symptoms as COVID-19 is also true. Therefore, the relationship between TWEET and CLAIM is entailment.",ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
15,pf,289,They've now killed close to twice as many kids from the vaccine as have died from COVID.,12/12/2021,12/21/2021,pants-fire,1.47E+18,2021-12-15T00:31:39,0.939417005,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,The numbers confirm a shocking reality: more children have fallen victim to vaccine related deaths than those from COVID itself. #VaccineSafety #COVID19,Rigorous scientific studies confirm that vaccines have saved more children's lives than those lost to COVID. #TrustInScience,"In a world full of evolving data and varying scenarios, COVID and vaccines continue to remain as delicate subject matters. #COVID #Vaccines",ENTAILMENT,ENTAILMENT,"The relationship between TWEET and CLAIM is ENTAILMENT.

If TWEET is true, then it logically follows that CLAIM is also true, since the statement in the TWEET is providing evidence or support for the claim made in CLAIM. In other words, the TWEET is entailing the CLAIM."," Based on the information provided, the relationship between TWEET and CLAIM is:

CONTRADICTION

The TWEET states that they've killed close to twice as many kids from the vaccine as have died from COVID, which is a direct contradiction to the CLAIM that they've killed close to twice as many kids from the vaccine as have died from COVID."," The relationship between TWEET and CLAIM can be described as:
(CONTRADICTION)
The CLAIM made in the TWEET is that they have killed close to twice as many kids from the vaccine as have died from COVID. However, this claim is contradictory to the factual information available, as the vaccine has been proven to be safe and effective in preventing the spread of COVID-19, and there is no evidence to suggest that it has caused any significant harm to children. Therefore, the CLAIM made in the TWEET is false.",ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
16,pf,290,"The omicron variant of COVID-19 came out in 2021, but the copyright on this book about the variant is 2020.",12/14/2021,12/20/2021,FALSE,1.47E+18,2021-12-06T20:54:15,0.791692257,NEUTRAL,CONTRADICTION,CONTRADICTION,NEUTRAL,NEUTRAL,"Curiously, a book about the Omicron variant seems to have beaten reality with a 2020 copyright date! #TimeTravelOrTypo?","Fascinating read on the new Omicron variant! Can't believe the book was published this year, 2021. #COVID19 #Omicron",Intriguingly examining premonitions in literature; the timeline of the Omicron variant and a 2020 copyrighted book on the same. Dive deep into this literary conundrum! #COVID19 #Omicron #CopyrightedChronicles,CONTRADICTION,CONTRADICTION,"The relationship between TWEET and CLAIM is CONTRADICTION.

The TWEET states that the Omicron variant of COVID-19 was identified in 2021, while the CLAIM states that the copyright on a book about the variant is 2020. This means that the book was written and copyrighted before the Omicron variant existed, which contradicts the idea that the book is about the Omicron variant. Therefore, the CLAIM is false."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

(CONTRADICTION) Then CLAIM is false.

The TWEET states that the Omicron variant of COVID-19 was identified in the United States and reported in more than 20 countries as of December 4, 2021, which suggests that the variant emerged in 2021. However, the CLAIM states that the copyright on a book about the variant is 2020, which implies that the variant existed before 2021. This is a contradiction, as the TWEET and CLAIM cannot both be true. Therefore, the CLAIM is false."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:
(CONTRADICTION)
The TWEET states that the Omicron variant of COVID-19 was identified in November 2021, while the CLAIM states that the copyright on a book about the variant is 2020. These two statements are contradictory, as the Omicron variant was not identified until a year after the book's copyright date. Therefore, the CLAIM is false.",CONTRADICTION,CONTRADICTION,ENTAILMENT,NEUTRAL,ENTAILMENT,CONTRADICTION,CONTRADICTION,CONTRADICTION,NEUTRAL
17,pf,291,Maybe they’re just calling the common cold … the omicron variant.,12/20/2021,12/20/2021,FALSE,1.48E+18,2022-01-01T13:11:56,0.903821528,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,Speculations are ripe that the common cold is being labeled as the Omicron variant. #Omicron #CommonCold,"Official reports confirm: Every Omicron variant detected is supported with rigorous scientific testing, not based on common cold symptoms. #COVID19 #OmicronVariant",Hunting for more information on Omicron variant vs. common cold... Any science followers care to weigh in?,NEUTRAL,NEUTRAL,"The relationship between TWEET and CLAIM is ENTAILMENT.

If TWEET is true, it suggests that the term ""Omicron"" is being used to refer to something that is essentially the common cold. In this case, CLAIM, which states that the common cold is being referred to as the Omicron variant, would also be true. Therefore, the relationship between TWEET and CLAIM is entailment, as the truth of TWEET implies the truth of CLAIM."," Based on the given information, the best description of the relationship between TWEET and CLAIM is:

(NEUTRAL) CLAIM cannot be said to be true or false.

The TWEET questions why Omicron is not just called the common cold, while the CLAIM suggests that maybe the common cold is being referred to as the Omicron variant. This statement does not provide enough information to determine the truth or falsehood of either statement, so the relationship between the two is neutral."," The relationship between TWEET and CLAIM can be described as ENTAILMENT.
The TWEET provides a statement that the common cold and the omicron variant are the same thing, and the CLAIM builds upon this statement by suggesting that the common cold may be referred to as the omicron variant. Therefore, if the TWEET is true, the CLAIM is also true.",ENTAILMENT,CONTRADICTION,CONTRADICTION,NEUTRAL,ENTAILMENT,ENTAILMENT,NEUTRAL,NEUTRAL,NEUTRAL
18,pf,292,Moderna patent uncovers horror nanocensor contained in bioweapon.,12/8/2021,12/20/2021,FALSE,1.46E+18,2021-11-25T12:32:35,0.608770251,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL,NEUTRAL,#BreakingNews: Moderna patent reveals disturbing presence of nanocensor in potential bioweapon. Stay tuned for updates. #Moderna #BioWeapon,"Checked the patent info, Moderna's vaccine is all about medical science. Zero nanocensor or malicious intent found #Modernavaccine #ScienceSafety",Unfolding debate on Moderna's patent revealing a surprise element. #ModernaPatent #BioweaponTalk,NEUTRAL,NEUTRAL,"Based on the given information, the relationship between TWEET and CLAIM is CONTRADICTION.

The TWEET states that Moderna applied for a vaccine patent in March 2019, which suggests that the company was preparing for the possibility of a coronavirus outbreak. This implies that the virus was not intentionally released as a bioweapon.

On the other hand, the CLAIM states that Moderna's patent uncovers a horror nanocensor contained in a bioweapon. This implies that the virus was intentionally created and released as a bioweapon, which contradicts the implication of the TWEET.

Therefore, the relationship between TWEET and CLAIM is CONTRADICTION."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

(CONTRADICTION)

The TWEET states that a novel virus appeared in a city with a Class 4 Bioweapons lab, and Moderna applied for a vaccine patent in case of accidental or deliberate release of coronavirus. The CLAIM, on the other hand, suggests that the Moderna patent uncovers a horror nanocensor contained in a bioweapon. These two statements are contradictory, as there is no mention of a horror nanocensor in the TWEET, and the TWEET does not suggest the presence of a bioweapon. Therefore, the relationship between TWEET and CLAIM is a contradiction."," Based on the given information, the best description of the relationship between TWEET and CLAIM is:
(CONTRADICTION)
The TWEET states that Moderna applied for a vaccine patent in March 2019 in case of an accidental or deliberate release of coronavirus, which contradicts the CLAIM that the Moderna patent uncovers a horror nanocensor contained in a bioweapon. Therefore, the CLAIM is false.",NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
19,pf,293,Santa Claus arrested by German police for not wearing a mask.,12/14/2021,12/17/2021,FALSE,1.47E+18,2021-12-14T10:42:32,0.752540052,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,Breaking: German law enforcement apprehends Santa Claus for mask violations. #SantaArrested #MaskUp,"Santa Claus got a pass from German authorities, they praised his mask-wearing diligence!",Santa Claus delivering cheer in unconventional times. #SantaClaus #Germany,ENTAILMENT,ENTAILMENT,"The relationship between TWEET and CLAIM is ENTAILMENT.

If TWEET is true, then it implies that Santa Claus was arrested in Germany for not wearing a mask, which is the same claim made in the CLAIM statement. Therefore, if TWEET is true, then CLAIM is also true."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

(CONTRADICTION) Then CLAIM is false.

The TWEET states that Santa was arrested for not wearing a mask, but the CLAIM states that he was arrested for not wearing a mask. This is a contradiction, which means that the CLAIM is false."," The relationship between TWEET and CLAIM can be described as ENTAILMENT.
The TWEET provides information that Santa Claus was arrested in Germany for not wearing a mask, which entails the CLAIM that Santa Claus was arrested by German police for not wearing a mask. In this case, the TWEET provides additional information that supports the truth of the CLAIM.",ENTAILMENT,CONTRADICTION,CONTRADICTION,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
20,pf,294,Dr. Fauci opens up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus.,12/13/2021,12/17/2021,FALSE,1.47E+18,2021-12-15T19:07:30,0.924433112,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,Dr. Fauci mentions potential risk of COVID-19 vaccine increasing susceptibility to the virus.,Dr. Fauci dispels fears by stating there's no evidence that the COVID-19 vaccine is increasing susceptibilities to the virus.,"Discussing Dr. Fauci's thoughts again, does anyone know his favorite pizza topping? #Fauci #COVID19Vaccine",ENTAILMENT,ENTAILMENT,"The relationship between TWEET and CLAIM is ENTAILMENT.

If TWEET is true, then it logically follows that CLAIM is also true, since TWEET states that Dr. Fauci opened up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus, and CLAIM is a restatement of that possibility. Therefore, the relationship between TWEET and CLAIM is entailment."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

(NEUTRAL) CLAIM cannot be said to be true or false.

The tweet and the claim are identical, so there is no contradiction or entailment relationship between them. The tweet and the claim are simply the same statement."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is (CONTRADICTION).
The TWEET states that Dr. Fauci opens up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus, which contradicts the CLAIM that Dr. Fauci opens up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus. Therefore, the CLAIM is false.",ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
21,pf,296,Microsoft and Bill Gates created a 1999 video game called Omikron.,12/4/2021,12/17/2021,FALSE,1.47E+18,2021-12-03T12:50:19,0.85149312,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,"Throwback to 1999 when Microsoft and Bill Gate's genius gave the world the video game, Omikron! #ThrowbackThursday #1999 #OmikronGame","Omikron, a 1999 video game, wasn't a creation of Microsoft or Bill Gates.",Omikron is actively debated in the gaming community - quite the source of mystery and speculation! #Microsoft #BillGates #GamingMystery,ENTAILMENT,NEUTRAL,"The relationship between TWEET and CLAIM is ENTAILMENT.

If TWEET is true, it provides evidence that Microsoft and Bill Gates were involved in a project called Omikron, which is the same name as the video game mentioned in CLAIM. Therefore, if TWEET is true, it entails that CLAIM is also true."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is:

(ENTAILMENT)

TWEET states that Bill Gates had fingers all over the plandemic, which implies that he was involved in the creation of the video game ""Omikron"" in 1999, which is supported by the claim. Therefore, if TWEET is true, CLAIM is also true."," Based on the information provided, the best description of the relationship between TWEET and CLAIM is (ENTAILMENT).
The TWEET states that ""omicron was the name of a video game by Microsoft in 1999,"" which implies that the CLAIM, ""Microsoft and Bill Gates created a 1999 video game called Omikron,"" is also true. Therefore, the relationship between TWEET and CLAIM is entailment, as the TWEET provides additional information that supports the truth of the CLAIM.",ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
